raw_affiliation,status,institution_id,institution_name,institution_type,country_code,lineage,score,matched_via,candidate
"Graduate Institute of Photonics and Optoelectronics and the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Photonics and Optoelectronics, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Program in Science and Space Technologies, Aeronautics Institute of Technology (ITA), São José dos Campos, Brazil",auto,https://openalex.org/I4210091957,Institut de Technologie Alimentaire,facility,SN,https://openalex.org/I4210091957,1.000,ITA,ITA
"Graduate School of Advanced Technology, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate School of Advanced Technology, National Taiwan University,Taipei,Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate School of Artificial Intelligence, POSTECH,Pohang,South Korea",auto,https://openalex.org/I123900574,Pohang University of Science and Technology,education,KR,https://openalex.org/I123900574,1.000,POSTECH,POSTECH
"Graduate School of Biomedical Engineering, UNSW, Sydney, NSW, Australia",auto,https://openalex.org/I31746571,UNSW Sydney,education,AU,https://openalex.org/I31746571,1.000,UNSW,UNSW
"Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering, Chiba University and Molecular Chirality Research Center, Chiba University, Inage-ku, Japan",auto,https://openalex.org/I159385669,Chiba University,education,JP,https://openalex.org/I159385669,1.000,Chiba University,Chiba University
"Graduate School of Engineering, Chiba University, Inage-ku, Japan",auto,https://openalex.org/I159385669,Chiba University,education,JP,https://openalex.org/I159385669,1.000,Chiba University,Chiba University
"Graduate School of Engineering, Nagoya Institute of Technology, Aichi, Japan",auto,https://openalex.org/I197274945,Nagoya Institute of Technology,education,JP,https://openalex.org/I197274945,1.000,Nagoya Institute of Technology,Nagoya Institute of Technology
"Graduate School of Engineering, Osaka University, Suita, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering, Osaka University, Suita, Osaka, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan",auto,https://openalex.org/I1298590031,Shizuoka University,education,JP,https://openalex.org/I1298590031,1.000,Shizuoka University,Shizuoka University
"Graduate School of Engineering, University of Hyogo, Hyogo, Japan",auto,https://openalex.org/I180941496,University of Hyogo,education,JP,https://openalex.org/I180941496,1.000,University of Hyogo,University of Hyogo
"Graduate School of Informatics and Engineering, University of Electro-Communications, Chofu, Tokyo, Japan",auto,https://openalex.org/I20529979,University of Electro-Communications,education,JP,https://openalex.org/I20529979,1.000,University of Electro-Communications,University of Electro-Communications
"Graduate School of Informatics, Kyoto University, Kyoto, Japan",auto,https://openalex.org/I22299242,Kyoto University,education,JP,https://openalex.org/I22299242,1.000,Kyoto University,Kyoto University
"Graduate School of Information Science and Engineering, Ritsumeikan University,Kusatsu,Japan",auto,https://openalex.org/I135768898,Ritsumeikan University,education,JP,https://openalex.org/I135768898|https://openalex.org/I4390039241,1.000,Ritsumeikan University,Ritsumeikan University
"Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan",auto,https://openalex.org/I205349734,Hokkaido University,education,JP,https://openalex.org/I205349734,1.000,Hokkaido University,Hokkaido University
"Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Japan",auto,https://openalex.org/I205349734,Hokkaido University,education,JP,https://openalex.org/I205349734,1.000,Hokkaido University,Hokkaido University
"Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Graduate School of Information Science and Technology, The University of Tokyo,Tokyo,Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Graduate School of Information, Production and Systems, Waseda University, Fukuoka, Japan",auto,https://openalex.org/I150744194,Waseda University,education,JP,https://openalex.org/I150744194,1.000,Waseda University,Waseda University
"Graduate School of Natural Science and Technology, Shimane University, Matsue, Japan",auto,https://openalex.org/I169016828,Shimane University,education,JP,https://openalex.org/I169016828,1.000,Shimane University,Shimane University
"Graduate School of Science and Technology, Keio University, Yokohama, Japan",auto,https://openalex.org/I203951103,Keio University,education,JP,https://openalex.org/I203951103,1.000,Keio University,Keio University
"Graduate School of Systems and Information Engineering, University of Tsukuba, Ibaraki, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
"Graduate School of Systems and Information Engineering, University of Tsukuba, Tsukuba, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
Graduate University,auto,https://openalex.org/I136722135,Claremont Graduate University,education,US,https://openalex.org/I136722135,0.950,claremont graduate university,Graduate University
GratXray AG,review,https://openalex.org/I2801247296,Georgia Research Alliance,nonprofit,US,https://openalex.org/I2801247296,0.850,gra,GratXray
"Grauate School of Systems and Information Engineering, University of Tsukuba, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
"Green Infrastructure Innovation Center,Research and Development Group, Hitachi, Ltd.,Tokyo,Japan",auto,https://openalex.org/I4391767953,Groupe de recherche en intégration et développement durable en environnement bâti,facility,,https://openalex.org/I4391767953|https://openalex.org/I49663120|https://openalex.org/I9736820,0.970,Research Group in Integration and Sustainable Development in Built Environment,Research and Development Group
"Group of Theoretical Electrical Engineering, University of Paderborn, Paderborn, Germany",unmatched,,,,,,0.000,,
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Madrid, Spain",unmatched,,,company,,,0.850,madrid royal botanical garden,Madrid
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Universidad Carlos III de Madrid, Leganes, Madrid, Spain",auto,https://openalex.org/I50357001,Universidad Carlos III de Madrid,education,ES,https://openalex.org/I50357001,1.000,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Universidad Carlos III de Madrid, Madrid, Spain",auto,https://openalex.org/I50357001,Universidad Carlos III de Madrid,education,ES,https://openalex.org/I50357001,1.000,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid
"Grünberg Research Center, Nanjing University of Posts and Telecommunications, Nanjing, China",auto,https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,education,CN,https://openalex.org/I41198531,1.000,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications
"Guangdong ACXEL Micro & Nano Tech Co., Ltd.,Foshan,China",auto,https://openalex.org/I4210092495,Suzhou Institute of Nano-tech and Nano-bionics,facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210092495,0.970,Suzhou Institute of Nano-tech and Nano-bionics,Nano Tech
"Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Health Science Center, Shenzhen, China",auto,https://openalex.org/I4210145292,Shenzhen University Health Science Center,education,CN,https://openalex.org/I4210145292,1.000,Shenzhen University Health Science Center,Shenzhen University Health Science Center
"Guangdong Key Laboratory of Integrated Optoelectronics Intellisense, Department of Electrical and Electronic Engineering, Southern University of Science and Technology, Shenzhen, China",auto,https://openalex.org/I3045169105,Southern University of Science and Technology,education,CN,https://openalex.org/I3045169105,1.000,Southern University of Science and Technology,Southern University of Science and Technology
"Guangdong Key Laboratory of Integrated Optoelectronics Intellisense, Department of Electronic and Electrical Engineering, Southern University of Science and Technology, Shenzhen, China",auto,https://openalex.org/I3045169105,Southern University of Science and Technology,education,CN,https://openalex.org/I3045169105,1.000,Southern University of Science and Technology,Southern University of Science and Technology
"Guangdong Province Key Laboratory of Optical Fiber Sensing and Communications Institute of Photonics Technology, Jinan University, Guangzhou, China",auto,https://openalex.org/I4210146271,Jinan University,education,LB,https://openalex.org/I4210146271,1.000,Jinan University,Jinan University
Guangdong Provincial Engineering Research Center of Crystal and Laser Technology,auto,https://openalex.org/I4392021190,State Key Laboratory of Pulsed Power Laser Technology,facility,,https://openalex.org/I170215575|https://openalex.org/I4392021190,0.950,state key laboratory of pulsed power laser technology,Laser Technology
"Guangdong Provincial Key Laboratory of Breast Cancer Diagnosis and Treatment, Shantou University Medical College Cancer Hospital, Shantou, China",auto,https://openalex.org/I4210091098,Cancer Hospital of Shantou University Medical College,healthcare,CN,https://openalex.org/I4210091098,0.950,cancer hospital of shantou university medical college,Shantou University Medical College Cancer Hospital
"Guangdong Provincial Key Laboratory of Information Photonics Technology, School of Information Engineering, Guangdong University of Technology, Guangzhou, China",auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,Guangdong University of Technology,Guangdong University of Technology
Guangdong Provincial Key Laboratory of Optical Fiber Sensing and Communications,unmatched,,,,,,0.000,,
"Guangdong Provincial Key Laboratory of Optical Fiber Sensing and Communications, Institute of Photonics Technology, Jinan University, Guangzhou, China",auto,https://openalex.org/I4210146271,Jinan University,education,LB,https://openalex.org/I4210146271,1.000,Jinan University,Jinan University
"Guangdong Provincial Key Laboratory of Optical Fiber Sensing and Communications, Jinan University, Guangzhou, China",auto,https://openalex.org/I4210146271,Jinan University,education,LB,https://openalex.org/I4210146271,1.000,Jinan University,Jinan University
"Guangdong Provincial Key Laboratory of Optical Information Materials and Technology and Institute of Electronic Paper Displays, South China Academy of Advanced Optoelectronics, South China Normal University, Guangzhou, China",auto,https://openalex.org/I187400657,South China Normal University,education,CN,https://openalex.org/I187400657,1.000,South China Normal University,South China Normal University
"Guangdong Provincial Key Laboratory of Optical Information Materials and Technology, South China Academy of Advanced Optoelectronics, South China Normal University, Higher-Education Mega-Center, Guangzhou, China",auto,https://openalex.org/I187400657,South China Normal University,education,CN,https://openalex.org/I187400657,1.000,South China Normal University,South China Normal University
"Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electrical and Information Technology, Sun Yat-Sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-Sen University,Sun Yat-Sen University
"Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-Sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-Sen University,Sun Yat-Sen University
"Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-sen University,Sun Yat-sen University
"Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, Sun Yat-Sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-Sen University,Sun Yat-Sen University
"Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, Sun Yat-sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-sen University,Sun Yat-sen University
"Guangdong Provincial Key Laboratory of Photonics Information Technology, College of Information Engineering, Guangdong University of Technology, Guangzhou, China",auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,Guangdong University of Technology,Guangdong University of Technology
"Guangdong Provincial Key Laboratory of Photonics Information Technology, Guangdong University of Technology, Guangzhou, China",auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,Guangdong University of Technology,Guangdong University of Technology
"Guangdong Provincial Key Laboratory of Photonics Information Technology, School of Information Engineering, Advanced Institute of Photonics Technology, Guangdong University of Technology, Guangzhou, China",auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,Guangdong University of Technology,Guangdong University of Technology
Guangdong Provincial Key Laboratory of Terahertz Quantum Electromagnetics,unmatched,,,,,,0.000,,
"Guangdong Provincial Key Labratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-Sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-Sen University,Sun Yat-Sen University
"Guangdong Provincial Key Labratory of Optoelectronic Information Processing Chips and Systems, Sun Yat-sen University, Guangzhou, China",auto,https://openalex.org/I157773358,Sun Yat-sen University,education,CN,https://openalex.org/I157773358,1.000,Sun Yat-sen University,Sun Yat-sen University
"Guangdong University of Technology, Guangzhou, Guangdong, China",auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,Guangdong University of Technology,Guangdong University of Technology
"Guangdong and Hong Kong Joint Research Centre for Optical Fibre Sensors, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Guangdong-Hong Kong-Macao Joint Laboratory for Intelligent Micro-Nano Optoelectronic Technology, Foshan University, Foshan, China",auto,https://openalex.org/I14894300,Foshan University,education,CN,https://openalex.org/I14894300,1.000,Foshan University,Foshan University
Guangdong-HongKong-Macao Joint Laboratory for Smart Discrete Manufacturing (GDUT),auto,https://openalex.org/I139024713,Guangdong University of Technology,education,CN,https://openalex.org/I139024713,1.000,GDUT,GDUT
"Guangxi Key Laboratory of Automatic Detecting Technology and Instrument, Guilin University of Electronic Technology, Guilin, China",auto,https://openalex.org/I5343935,Guilin University of Electronic Technology,education,CN,https://openalex.org/I5343935,1.000,Guilin University of Electronic Technology,Guilin University of Electronic Technology
"Guangxi Key Laboratory of Multimedia Communications and Network Technology, School of Computer, Electronic and Information, Guangxi University, Nanning, China",auto,https://openalex.org/I150807315,Guangxi University,education,CN,https://openalex.org/I150807315,1.000,Guangxi University,Guangxi University
"Guangxi Key Laboratory of Nuclear Physics and Nuclear Technology, College of Physics Science and Technology, Guangxi Normal University, Guilin, China",auto,https://openalex.org/I29739308,Guangxi Normal University,education,CN,https://openalex.org/I29739308,1.000,Guangxi Normal University,Guangxi Normal University
Guangxi University,auto,https://openalex.org/I150807315,Guangxi University,education,CN,https://openalex.org/I150807315,1.000,Guangxi University,Guangxi University
Guangyang Bay Laboratory,unmatched,,,,,,0.000,,
"Guangzhou University, guangzhou, China",auto,https://openalex.org/I37987034,Guangzhou University,education,CN,https://openalex.org/I37987034,1.000,Guangzhou University,Guangzhou University
Guilin University of Electronic Technology,auto,https://openalex.org/I5343935,Guilin University of Electronic Technology,education,CN,https://openalex.org/I5343935,1.000,Guilin University of Electronic Technology,Guilin University of Electronic Technology
Gwangju Institute of Science and Technology,auto,https://openalex.org/I39534123,Gwangju Institute of Science and Technology,education,KR,https://openalex.org/I39534123,1.000,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology
Gwangju Institute of Science and Technology (GIST),auto,https://openalex.org/I39534123,Gwangju Institute of Science and Technology,education,KR,https://openalex.org/I39534123,1.000,GIST,GIST
"Gwangju Institute of Science and Technology,School of Electrical Engineering and Computer Science,Gwangju,Republic of Korea",auto,https://openalex.org/I39534123,Gwangju Institute of Science and Technology,education,KR,https://openalex.org/I39534123,1.000,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology
"HIC-ZJU, Hangzhou, China",unmatched,,Hangzhou Xixi hospital,healthcare,CN,https://openalex.org/I4210140800,0.533,Hangzhou Xixi hospital,Hangzhou
HKUST(GZ),auto,https://openalex.org/I200769079,Hong Kong University of Science and Technology,education,HK,https://openalex.org/I200769079,1.000,HKUST,HKUST
"HKUST(GZ),Microelectronics Thrust",auto,https://openalex.org/I200769079,Hong Kong University of Science and Technology,education,HK,https://openalex.org/I200769079,1.000,HKUST,HKUST
"HKUST,Hong Kong,China",auto,https://openalex.org/I200769079,Hong Kong University of Science and Technology,education,HK,https://openalex.org/I200769079,1.000,HKUST,HKUST
"HOLOEYE Photonics AG, Berlin, Germany",unmatched,,,company,,,0.850,berlin institute of health at charité - universitätsmedizin berlin,Berlin
HP Inc.,unmatched,,,,,,0.000,,
HSE University,unmatched,,,,,,0.000,,
HUAZHONG University of Science and Technology,auto,https://openalex.org/I47720641,Huazhong University of Science and Technology,education,CN,https://openalex.org/I47720641,1.000,HUAZHONG University of Science and Technology,HUAZHONG University of Science and Technology
Hainan Normal University,auto,https://openalex.org/I152033890,Hainan Normal University,education,CN,https://openalex.org/I152033890,1.000,Hainan Normal University,Hainan Normal University
Hainan University,auto,https://openalex.org/I20942203,Hainan University,education,CN,https://openalex.org/I20942203,1.000,Hainan University,Hainan University
"Hamamatsu Photonics Central Research Laboratory, Hamamatsu, Japan",unmatched,,,,,,0.000,,
Hamamatsu Photonics K.K.,auto,https://openalex.org/I150993360,Hamamatsu Photonics (Japan),company,JP,https://openalex.org/I150993360,0.950,hamamatsu photonics (japan),Hamamatsu Photonics
Hamburg University of Technology,auto,https://openalex.org/I884043246,Hamburg University of Technology,education,DE,https://openalex.org/I884043246,1.000,Hamburg University of Technology,Hamburg University of Technology
"Han's Laser Technology Industry Group Co., Ltd., Shenzhen, China",unmatched,,,company,,,0.850,shenzhen planck innovation (china),Shenzhen
"Han's Laser Technology Industry Group Company, Ltd., Shenzhen, China",unmatched,,,company,,,0.850,shenzhen planck innovation (china),Shenzhen
"Hangzhou Dahua Apparatus Manufacture Company, Ltd., Hangzhou, Zhejiang, China",unmatched,,,company,,,0.850,hangzhou business school,Hangzhou
Hangzhou Dianzi University,auto,https://openalex.org/I50760025,Hangzhou Dianzi University,education,CN,https://openalex.org/I50760025,1.000,Hangzhou Dianzi University,Hangzhou Dianzi University
"Hangzhou Dianzi University,School of Computer Science,Hangzhou,China",auto,https://openalex.org/I50760025,Hangzhou Dianzi University,education,CN,https://openalex.org/I50760025,1.000,Hangzhou Dianzi University,Hangzhou Dianzi University
"Hangzhou Institute of Advanced Studies, Key Laboratory of Optical Information Detection and Display Technology of Zhejiang, Zhejiang Normal University, Hangzhou, China",auto,https://openalex.org/I135237710,Zhejiang Normal University,education,CN,https://openalex.org/I135237710,1.000,Zhejiang Normal University,Zhejiang Normal University
"Hangzhou Institute of Advanced Studies, Zhejiang Normal University, Hangzhou, China",auto,https://openalex.org/I135237710,Zhejiang Normal University,education,CN,https://openalex.org/I135237710,1.000,Zhejiang Normal University,Zhejiang Normal University
"Hangzhou Institute of Technology, Xidian University",auto,https://openalex.org/I149594827,Xidian University,education,CN,https://openalex.org/I149594827,1.000,Xidian University,Xidian University
Hangzhou Normal University,auto,https://openalex.org/I163151501,Hangzhou Normal University,education,CN,https://openalex.org/I163151501,1.000,Hangzhou Normal University,Hangzhou Normal University
"Hanyang University,Republic of Korea",auto,https://openalex.org/I4575257,Hanyang University,education,KR,https://openalex.org/I4575257,1.000,Hanyang University,Hanyang University
Harbin Engineering University,auto,https://openalex.org/I151727225,Harbin Engineering University,education,CN,https://openalex.org/I151727225,1.000,Harbin Engineering University,Harbin Engineering University
"Harbin Engineering University,College of Computer Science and Technology,Harbin,China",auto,https://openalex.org/I151727225,Harbin Engineering University,education,CN,https://openalex.org/I151727225,1.000,Harbin Engineering University,Harbin Engineering University
Harbin Institute of Technology,auto,https://openalex.org/I204983213,Harbin Institute of Technology,education,CN,https://openalex.org/I204983213,1.000,Harbin Institute of Technology,Harbin Institute of Technology
Harbin Institute of Technology (Shenzhen),auto,https://openalex.org/I204983213,Harbin Institute of Technology,education,CN,https://openalex.org/I204983213,1.000,Harbin Institute of Technology,Harbin Institute of Technology
Harbin University of Science and Technology,auto,https://openalex.org/I100188998,Harbin University of Science and Technology,education,CN,https://openalex.org/I100188998,1.000,Harbin University of Science and Technology,Harbin University of Science and Technology
"Harbin University of Science of Technology,Dept. of Computer Science and Technology,Harbin,China",auto,https://openalex.org/I100188998,Harbin University of Science and Technology,education,CN,https://openalex.org/I100188998,0.970,Harbin University of Science and Technology,Harbin University of Science of Technology
"Harokopio University of Athens, Athens, Attiki, Greece",auto,https://openalex.org/I32762134,Harokopio University of Athens,education,GR,https://openalex.org/I32762134,1.000,Harokopio University of Athens,Harokopio University of Athens
Harvard Medical School and Massachusetts General Hospital,auto,https://openalex.org/I4210087915,Massachusetts General Hospital,healthcare,US,https://openalex.org/I4210087915|https://openalex.org/I48633490,1.000,Massachusetts General Hospital,Massachusetts General Hospital
"Harvard Medical School and Massachusetts General Hospital, Wellman Center for Photomedicine",auto,https://openalex.org/I4210087915,Massachusetts General Hospital,healthcare,US,https://openalex.org/I4210087915|https://openalex.org/I48633490,1.000,Massachusetts General Hospital,Massachusetts General Hospital
Harvard School of Engineering and Applied Sciences (SEAS),auto,https://openalex.org/I907135538,Rotterdam University of Applied Sciences,education,NL,https://openalex.org/I907135538,0.970,Rotterdam University of Applied Sciences,Applied Sciences
Harvard University,auto,https://openalex.org/I136199984,Harvard University,education,US,https://openalex.org/I136199984,1.000,Harvard University,Harvard University
"Harvard University, Boston, Massachusetts, USA",auto,https://openalex.org/I136199984,Harvard University,education,US,https://openalex.org/I136199984,1.000,Harvard University,Harvard University
"Harvard University, Boston, Massachusetts, United States",auto,https://openalex.org/I136199984,Harvard University,education,US,https://openalex.org/I136199984,1.000,Harvard University,Harvard University
"Harvard University, Cambridge, USA",auto,https://openalex.org/I136199984,Harvard University,education,US,https://openalex.org/I136199984,1.000,Harvard University,Harvard University
"Hawai.tech,Grenoble,France",manual,,,company,FR,,0.800,CEA Grenoble,Grenoble
Hebei Semiconductor Research Institute,auto,https://openalex.org/I4210160974,Hebei Semiconductor Research Institute,facility,CN,https://openalex.org/I4210160974,1.000,Hebei Semiconductor Research Institute,Hebei Semiconductor Research Institute
Hebrew University of Jerusalem,auto,https://openalex.org/I197251160,Hebrew University of Jerusalem,education,IL,https://openalex.org/I197251160,1.000,Hebrew University of Jerusalem,Hebrew University of Jerusalem
Hefei Comprehensive National Science Center,unmatched,,,,,,0.000,,
"Hefei Guizhen Chip Technologies Co., Ltd.",unmatched,,,,,,0.000,,
Hefei National Laboratory,unmatched,,,,,,0.000,,
"Hefei University of Technology, Hefei, Anhui, China",auto,https://openalex.org/I16365422,Hefei University of Technology,education,CN,https://openalex.org/I16365422,1.000,Hefei University of Technology,Hefei University of Technology
Heidelberg University,auto,https://openalex.org/I223822909,Heidelberg University,education,DE,https://openalex.org/I223822909,1.000,Heidelberg University,Heidelberg University
"Heinz Nixdorf Institute (HNI), University of Paderborn, Paderborn, Germany",review,https://openalex.org/I100286613,Hunan Institute of Science and Technology,education,CN,https://openalex.org/I100286613,0.850,hnist,HNI
Hellenic Air Force Academy,unmatched,,,,,,0.000,,
Helmholtz Institut Jena,unmatched,,,,,,0.000,,
Helmholtz Institute Jena,auto,https://openalex.org/I1285013897,Helmholtz Institute Jena,facility,DE,https://openalex.org/I1285013897|https://openalex.org/I1305996414|https://openalex.org/I169556180,1.000,Helmholtz Institute Jena,Helmholtz Institute Jena
Helmholtz Zentrum Berlin,unmatched,,,,,,0.000,,
Helmholtz-Institut Mainz,auto,https://openalex.org/I4210113347,Helmholtz Institute Mainz,government,DE,https://openalex.org/I1305996414|https://openalex.org/I169556180|https://openalex.org/I4210113347,1.000,Helmholtz-Institut Mainz,Helmholtz-Institut Mainz
Helmholtz-Institute Jena,unmatched,,,,,,0.000,,
Helmholtz-Zentrum Berlin,auto,https://openalex.org/I2800795503,Helmholtz-Zentrum Berlin für Materialien und Energie,facility,DE,https://openalex.org/I1305996414|https://openalex.org/I2800795503,1.000,Helmholtz-Zentrum Berlin,Helmholtz-Zentrum Berlin
Helmholtz-Zentrum Hereon,auto,https://openalex.org/I4210139239,Helmholtz-Zentrum Hereon,government,DE,https://openalex.org/I1305996414|https://openalex.org/I4210139239,1.000,Helmholtz-Zentrum Hereon,Helmholtz-Zentrum Hereon
Helmut-Schmidt-Universität,auto,https://openalex.org/I190134885,Helmut Schmidt University,education,DE,https://openalex.org/I190134885,1.000,Helmut-Schmidt-Universität,Helmut-Schmidt-Universität
Heriot-Watt University,auto,https://openalex.org/I32062511,Heriot-Watt University,education,GB,https://openalex.org/I32062511,1.000,Heriot-Watt University,Heriot-Watt University
"Heriot-Watt University Malaysia, Putrajaya, Malaysia",auto,https://openalex.org/I4210085930,Heriot-Watt University Malaysia,education,MY,https://openalex.org/I4210085930,1.000,Heriot-Watt University Malaysia,Heriot-Watt University Malaysia
Hewlett Packard Enterprise,auto,https://openalex.org/I4210163432,Hewlett Packard Enterprise (Ireland),company,IE,https://openalex.org/I4210163432,0.950,hewlett packard enterprise (ireland),Hewlett Packard Enterprise
"Hewlett Packard Enterprise, Milpitas, CA, USA",auto,https://openalex.org/I4210163432,Hewlett Packard Enterprise (Ireland),company,IE,https://openalex.org/I4210163432,0.950,hewlett packard enterprise (ireland),Hewlett Packard Enterprise
"Hewlett Packard Labs, Fort Collins, CO, USA",auto,https://openalex.org/I4391768179,Fort Collins Science Center,facility,,https://openalex.org/I1286329397|https://openalex.org/I1335927249|https://openalex.org/I4391768179,0.970,Fort Collins Science Center,Fort Collins
"Hewlett Packard Labs, Hewlett Packard Enterprise, Milpitas, CA, USA",auto,https://openalex.org/I4210163432,Hewlett Packard Enterprise (Ireland),company,IE,https://openalex.org/I4210163432,0.950,hewlett packard enterprise (ireland),Hewlett Packard Enterprise
"Hewlett Packard Labs, Milpitas, CA, USA",unmatched,,,,,,0.000,,
"Hewlett Packard Labs, Milpitas, CA, United States",unmatched,,,,,,0.000,,
"Hewlett Packard Labs,Artificial Intelligence Research Lab (AIRL),Milpitas,CA,USA",unmatched,,,,,,0.000,,
Hexisense SA,unmatched,,,,,,0.000,,
HiSilicon,unmatched,,,,,,0.000,,
"HiSilicon, Shenzhen, China",unmatched,,Shenzhen University,education,CN,https://openalex.org/I180726961,0.593,Shenzhen University,Shenzhen
"High Capacity Optical Transmission Laboratory, Eindhoven University of Technology, Eindhoven, The Netherlands",auto,https://openalex.org/I83019370,Eindhoven University of Technology,education,NL,https://openalex.org/I83019370,1.000,Eindhoven University of Technology,Eindhoven University of Technology
"High Capacity Optical Transmission Laboratory, Electro-Optical Communications Group, Eindhoven University of Technology, Eindhoven, MB, The Netherlands",auto,https://openalex.org/I83019370,Eindhoven University of Technology,education,NL,https://openalex.org/I83019370,1.000,Eindhoven University of Technology,Eindhoven University of Technology
"High Capacity Optical Transmission laboratory, Eindhoven Hendrik Casimir Institute (EHCI), Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands",auto,https://openalex.org/I83019370,Eindhoven University of Technology,education,NL,https://openalex.org/I83019370,1.000,Eindhoven University of Technology,Eindhoven University of Technology
"High Frequency & Optical Device Works, Mitsubishi Electric Corporation",auto,https://openalex.org/I4210089619,Mitsubishi Electric (France),company,FR,https://openalex.org/I1306287861|https://openalex.org/I4210089619|https://openalex.org/I4210133125,0.950,mitsubishi electric (france),Mitsubishi Electric
