raw_affiliation,status,institution_id,institution_name,institution_type,country_code,lineage,score,matched_via,candidate
"George Mason University, Fairfax, VA, United States",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University, Fairfax, Virginia",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University, Farifax, VA, USA",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,Dept. of ECE,Fairfax,VA,USA",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,ECE Department,Fairfax,VA,USA",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,Electrical and Computer Engineering Department,Fairfax,VA,US,22030",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,Fairfax,US",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,Fairfax,VA",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
"George Mason University,USA",auto,https://openalex.org/I162714631,George Mason University,education,US,https://openalex.org/I162714631,1.000,George Mason University,George Mason University
George Washington University,auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
"George Washington University, Washington, DC",auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
"George Washington University,Department of Electrical and Computer Engineering,Washington,D.C.,USA",auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
"George Washington University,ECE Department,Washington D.C,USA",auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
"George Washington University,ECE Department,Washington, D.C,USA",auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
"George Washington University,Electrical and Computer Engineering,Washington, DC,USA",auto,https://openalex.org/I193531525,George Washington University,education,US,https://openalex.org/I193531525,1.000,George Washington University,George Washington University
Georgia Inst. of Tech.,unmatched,,,,,,0.000,,
Georgia Institute of Technology,auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology, Atlanta, GA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology, Atlanta, GA, USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology, Atlanta, GA, United States",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology, Atlanta, Georgia, USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology, Atlanta, Georgia, United States",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Atlanta,GA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Atlanta,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Atlanta,GA,USA,30332",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Atlanta,Georgia,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Atlanta,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Department of Electrical and Computer Engineering",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Department of Electrical and Computer Engineering,Atlanta,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Department of Electrical and Computer Engineering,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,Electrical and Computer Engineering,Atlanta,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Computer Science,Atlanta,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Computer Science,Atlanta,Georgia,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of ECE",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of ECE,Atlanta,GA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of ECE,Atlanta,Georgia,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of ECE,Atlanta,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Electrical and Computer Engineering",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Electrical and Computer Engineering,Atlanta,GA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Electrical and Computer Engineering,Atlanta,Georgia,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,School of Electrical and Computer Engineering,Atlanta,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
"Georgia Institute of Technology,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Institute of Technology,Georgia Institute of Technology
Georgia Tech,auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Tech,Georgia Tech
"Georgia Tech, Atlanta, GA, United States",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Tech,Georgia Tech
"Georgia Tech,Institute of Electronics & Nanotechnology,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Tech,Georgia Tech
"Georgia Tech,Institute of Materials,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Tech,Georgia Tech
"Georgia Tech,School of ECE,GA,USA",auto,https://openalex.org/I130701444,Georgia Institute of Technology,education,US,https://openalex.org/I130701444,1.000,Georgia Tech,Georgia Tech
"Georgia Tech-CNRS IRL 2958, Georgia Tech–Europe, Metz, France",review,https://openalex.org/I4210161720,Museo Egizio,archive,IT,https://openalex.org/I4210161720,0.850,me,Metz
"Georgoa Institute of Technology, Atlanta, GA, United States",review,https://openalex.org/I4210107194,Atlanta Diabetes Associates,healthcare,US,https://openalex.org/I4210107194,0.850,atlanta diabetes associates,Atlanta
Germany,unmatched,,,,,,0.000,,
"Ghent University - imec, Ghent, Belgium",review,https://openalex.org/I2801227569,Ghent University Hospital,healthcare,BE,https://openalex.org/I2801227569,0.850,ghent university hospital,Ghent
"Ghent University, Ghent, Belgium",auto,https://openalex.org/I32597200,Ghent University,education,BE,https://openalex.org/I32597200,1.000,Ghent University,Ghent University
"Ghent University-Imec,Photonics Research Group,INTEC Department,Ghent,Belgium,9052",review,https://openalex.org/I2801227569,Ghent University Hospital,healthcare,BE,https://openalex.org/I2801227569,0.850,ghent university hospital,Ghent
"Ghent University—IMEC, IDLab, Department of Information Technology, Ghent, Belgium",auto,https://openalex.org/I4210121746,Ministry of Electronics and Information Technology,government,IN,https://openalex.org/I4210121746,0.950,department of electronics and information technology,Department of Information Technology
"GigOptix, Inc., Bothell, WA, USA",review,https://openalex.org/I3020398883,Central Mining Institute,facility,PL,https://openalex.org/I3020398883,0.850,gig,GigOptix
"Gleb Wataghin Physics Institute, University of Campinas, Campinas, Brazil",auto,https://openalex.org/I181391015,Universidade Estadual de Campinas (UNICAMP),education,BR,https://openalex.org/I181391015,1.000,University of Campinas,University of Campinas
"Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, NSW, Australia",auto,https://openalex.org/I4210150394,Universitas Teknologi Sulawesi,education,ID,https://openalex.org/I4210150394,1.000,UTS,UTS
Global College,auto,https://openalex.org/I4210096602,Global College,education,CY,https://openalex.org/I4210096602,1.000,Global College,Global College
Global Foundaries,unmatched,,,,,,0.000,,
"Global Manufacturing & Infra Technology Samsung Electronics Co.,Memory Etch Technology Team,Hwaseong-si,Korea",unmatched,,,,,,0.000,,
"Global Technology Applied Research, JPMorganChase, New York, New York, USA",unmatched,,,,,,0.000,,
"Global Technology Applied Research, JPMorganChase, New York, New York, United States",unmatched,,,,,,0.000,,
"Global Unichip Corp., Taipei/Hsinchu, Taiwan",auto,https://openalex.org/I4210086231,Global Unichip (Taiwan),company,TW,https://openalex.org/I4210086231,0.950,global unichip (taiwan),Global Unichip
"Global Unichip Corp.,Mixed Signal Division,Taiwan",auto,https://openalex.org/I4210086231,Global Unichip (Taiwan),company,TW,https://openalex.org/I4210086231,0.950,global unichip (taiwan),Global Unichip
"Global Unichip Corporation,Department of Physical Design Service,Tainan,Taiwan",auto,https://openalex.org/I4210086231,Global Unichip (Taiwan),company,TW,https://openalex.org/I4210086231,0.950,global unichip (taiwan),Global Unichip
GlobalFoundries Inc.,unmatched,,,,,,0.000,,
"GlobalFoundries Module One LLC & Co. KG,,Dresden,Germany",auto,https://openalex.org/I4210114475,Baader Food Processing Machinery (Germany),company,DE,https://openalex.org/I4210114475,0.950,nordischer maschinenbau rud. baader gmbh und co. kg,Co. KG
"GlobalFoundries, Inc.,Malta,NY,12020",review,https://openalex.org/I4210138806,General Jonas Žemaitis Military Academy of Lithuania,government,LT,https://openalex.org/I4210138806,0.850,mal,Malta
"GlobalFoundries, Malta, NY, USA",review,https://openalex.org/I4210138806,General Jonas Žemaitis Military Academy of Lithuania,government,LT,https://openalex.org/I4210138806,0.850,mal,Malta
"GlobalFoundries,Dresden,Germany",review,https://openalex.org/I2802951139,Dresden State Art Collections,archive,DE,https://openalex.org/I2802951139,0.850,dresden state art collections,Dresden
Google,review,https://openalex.org/I4210090411,Google DeepMind (United Kingdom),company,GB,https://openalex.org/I4210090411|https://openalex.org/I4210128969,0.850,google deepmind (united kingdom),Google
"Google AI, San Francisco, USA",auto,https://openalex.org/I4210110664,University of California San Francisco Medical Center,healthcare,US,https://openalex.org/I4210110664,0.950,university of california san francisco medical center,San Francisco
Google Brain,unmatched,,,,,,0.000,,
Google DeepMind,auto,https://openalex.org/I4210090411,Google DeepMind (United Kingdom),company,GB,https://openalex.org/I4210090411|https://openalex.org/I4210128969,1.000,Google DeepMind,Google DeepMind
"Google DeepMind,Mountain View,CA,USA",auto,https://openalex.org/I4210090411,Google DeepMind (United Kingdom),company,GB,https://openalex.org/I4210090411|https://openalex.org/I4210128969,1.000,Google DeepMind,Google DeepMind
Google Inc,review,https://openalex.org/I4210090411,Google DeepMind (United Kingdom),company,GB,https://openalex.org/I4210090411|https://openalex.org/I4210128969,0.850,google deepmind (united kingdom),Google
Google Inc. Santa Barbara,unmatched,,,,,,0.000,,
"Google LLC, Mountain View, CA, USA",auto,https://openalex.org/I4210125136,Mountain View Clinical Research,company,US,https://openalex.org/I4210125136,0.950,mountain view clinical research,Mountain View
Google Research,auto,https://openalex.org/I1291425158,Google (United States),company,US,https://openalex.org/I1291425158|https://openalex.org/I4210128969,1.000,Google Research,Google Research
"Google Research, Mountain View, USA",auto,https://openalex.org/I1291425158,Google (United States),company,US,https://openalex.org/I1291425158|https://openalex.org/I4210128969,1.000,Google Research,Google Research
"Google Research, mountain view, USA",auto,https://openalex.org/I1291425158,Google (United States),company,US,https://openalex.org/I1291425158|https://openalex.org/I4210128969,1.000,Google Research,Google Research
"Google Research,Paris,France",auto,https://openalex.org/I1291425158,Google (United States),company,US,https://openalex.org/I1291425158|https://openalex.org/I4210128969,1.000,Google Research,Google Research
"Google, Mountain View, CA, United States",auto,https://openalex.org/I4210125136,Mountain View Clinical Research,company,US,https://openalex.org/I4210125136,0.950,mountain view clinical research,Mountain View
"Google, San Jose, CA, United States",auto,https://openalex.org/I4210156208,Kaiser Permanente San Jose Medical Center,healthcare,US,https://openalex.org/I1343052199|https://openalex.org/I4210156208,0.950,kaiser permanente san jose medical center,San Jose
"Google,Mountain View,USA",auto,https://openalex.org/I4210125136,Mountain View Clinical Research,company,US,https://openalex.org/I4210125136,0.950,mountain view clinical research,Mountain View
"Google,San Jose,CA,USA",auto,https://openalex.org/I4210156208,Kaiser Permanente San Jose Medical Center,healthcare,US,https://openalex.org/I1343052199|https://openalex.org/I4210156208,0.950,kaiser permanente san jose medical center,San Jose
"Gotmic AB, Gothenburg, Sweden",unmatched,,,,,,0.000,,
"Graduate Institute of Communication Engineering and the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electrical Engineering, National Taiwan University, Taipei, Taiwan, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering National Taiwan University,Taipei,Taiwan,106",review,https://openalex.org/I4210128529,Taipei Hospital,healthcare,TW,https://openalex.org/I4210128529,0.850,taipei hospital,Taipei
"Graduate Institute of Electronics Engineering National Taiwan University,Taipei,Taiwan,106319",review,https://openalex.org/I4210128529,Taipei Hospital,healthcare,TW,https://openalex.org/I4210128529,0.850,taipei hospital,Taipei
"Graduate Institute of Electronics Engineering, Center for Quantum Science and Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University,Taipei,Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, National Taiwan University,Taipei,Taiwan,106319",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Electronics Engineering, and the Center for Quantum Science and Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Optoelectronic Engineering, National Chung Hsing University, Taichung, Taiwan",auto,https://openalex.org/I99613584,National Taipei University,education,TW,https://openalex.org/I99613584,1.000,National Chung Hsing University,National Chung Hsing University
"Graduate Institute of Photonics and Optoelectronics and the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Photonics and Optoelectronics, NTU-Tektronix Joint Research Center, and Department of Electrical Engineering, National Taiwan University (NTU), Taipei, Taiwan",auto,https://openalex.org/I4210133272,Universitatea Nicolae Titulescu din București,education,RO,https://openalex.org/I4210133272,1.000,NTU,NTU
"Graduate Institute of Photonics and Optoelectronics, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Institute of Photonics and Optoelectronics, the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate Program in Science and Space Technologies, Aeronautics Institute of Technology (ITA), São José dos Campos, Brazil",auto,https://openalex.org/I4210091957,Institut de Technologie Alimentaire,facility,SN,https://openalex.org/I4210091957,1.000,ITA,ITA
"Graduate School of Advanced Technology, National Taiwan University, Taipei, Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate School of Advanced Technology, National Taiwan University,Taipei,Taiwan",auto,https://openalex.org/I16733864,National Taiwan University,education,TW,https://openalex.org/I16733864,1.000,National Taiwan University,National Taiwan University
"Graduate School of Artificial Intelligence, POSTECH,Pohang,South Korea",auto,https://openalex.org/I123900574,Pohang University of Science and Technology,education,KR,https://openalex.org/I123900574,1.000,POSTECH,POSTECH
"Graduate School of Biomedical Engineering, UNSW, Sydney, NSW, Australia",auto,https://openalex.org/I31746571,UNSW Sydney,education,AU,https://openalex.org/I31746571,1.000,UNSW,UNSW
"Graduate School of Engineering Science, Osaka University, Toyonaka, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering Science, Yokohama National University, Yokohama, Japan",auto,https://openalex.org/I180203408,Yokohama National University,education,JP,https://openalex.org/I180203408,1.000,Yokohama National University,Yokohama National University
"Graduate School of Engineering and Science, Shibaura Institute of Technology, Tokyo, Japan",auto,https://openalex.org/I171481255,Shibaura Institute of Technology,education,JP,https://openalex.org/I171481255,1.000,Shibaura Institute of Technology,Shibaura Institute of Technology
"Graduate School of Engineering, Chiba University and Molecular Chirality Research Center, Chiba University, Inage-ku, Japan",auto,https://openalex.org/I159385669,Chiba University,education,JP,https://openalex.org/I159385669,1.000,Chiba University,Chiba University
"Graduate School of Engineering, Chiba University, Inage-ku, Japan",auto,https://openalex.org/I159385669,Chiba University,education,JP,https://openalex.org/I159385669,1.000,Chiba University,Chiba University
"Graduate School of Engineering, Mie University, Tsu, Japan",auto,https://openalex.org/I178574317,Mie University,education,JP,https://openalex.org/I178574317,1.000,Mie University,Mie University
"Graduate School of Engineering, Nagoya Institute of Technology, Aichi, Japan",auto,https://openalex.org/I197274945,Nagoya Institute of Technology,education,JP,https://openalex.org/I197274945,1.000,Nagoya Institute of Technology,Nagoya Institute of Technology
"Graduate School of Engineering, Nagoya University, Nagoya, Japan",auto,https://openalex.org/I60134161,Nagoya University,education,JP,https://openalex.org/I60134161,1.000,Nagoya University,Nagoya University
"Graduate School of Engineering, Osaka University, Suita, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering, Osaka University, Suita, Osaka, Japan",auto,https://openalex.org/I98285908,The University of Osaka,education,JP,https://openalex.org/I98285908,1.000,Osaka University,Osaka University
"Graduate School of Engineering, Semiconductor and Quantum Integrated Electronics Research Center, Yokohama National University, Yokohama, Japan",auto,https://openalex.org/I180203408,Yokohama National University,education,JP,https://openalex.org/I180203408,1.000,Yokohama National University,Yokohama National University
"Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan",auto,https://openalex.org/I1298590031,Shizuoka University,education,JP,https://openalex.org/I1298590031,1.000,Shizuoka University,Shizuoka University
"Graduate School of Engineering, University of Hyogo, Hyogo, Japan",auto,https://openalex.org/I180941496,University of Hyogo,education,JP,https://openalex.org/I180941496,1.000,University of Hyogo,University of Hyogo
"Graduate School of Engineering, University of Tokyo, Tokyo, Japan",auto,https://openalex.org/I2802505300,École Supérieure d'Ingénieurs en Génie Électrique,education,FR,https://openalex.org/I2802505300,1.000,Graduate School of Engineering,Graduate School of Engineering
"Graduate School of Frontier Sciences, The University of Tokyo, Chiba, Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Graduate School of Informatics and Engineering, University of Electro-Communications, Chofu, Tokyo, Japan",auto,https://openalex.org/I20529979,University of Electro-Communications,education,JP,https://openalex.org/I20529979,1.000,University of Electro-Communications,University of Electro-Communications
"Graduate School of Informatics, Kyoto University, Kyoto, Japan",auto,https://openalex.org/I22299242,Kyoto University,education,JP,https://openalex.org/I22299242,1.000,Kyoto University,Kyoto University
"Graduate School of Information Science and Engineering, Ritsumeikan University,Kusatsu,Japan",auto,https://openalex.org/I135768898,Ritsumeikan University,education,JP,https://openalex.org/I135768898|https://openalex.org/I4390039241,1.000,Ritsumeikan University,Ritsumeikan University
"Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan",auto,https://openalex.org/I205349734,Hokkaido University,education,JP,https://openalex.org/I205349734,1.000,Hokkaido University,Hokkaido University
"Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Japan",auto,https://openalex.org/I205349734,Hokkaido University,education,JP,https://openalex.org/I205349734,1.000,Hokkaido University,Hokkaido University
"Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Graduate School of Information Science and Technology, The University of Tokyo,Tokyo,Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Graduate School of Information, Production and Systems, Waseda University, Fukuoka, Japan",auto,https://openalex.org/I150744194,Waseda University,education,JP,https://openalex.org/I150744194,1.000,Waseda University,Waseda University
"Graduate School of Natural Science and Technology, Shimane University, Matsue, Japan",auto,https://openalex.org/I169016828,Shimane University,education,JP,https://openalex.org/I169016828,1.000,Shimane University,Shimane University
"Graduate School of Science and Engineering, Saitama University, Saitama, Japan",auto,https://openalex.org/I72253084,Saitama University,education,JP,https://openalex.org/I72253084,1.000,Saitama University,Saitama University
"Graduate School of Science and Technology, Keio University, Kawasaki, Kanagawa, Japan",auto,https://openalex.org/I203951103,Keio University,education,JP,https://openalex.org/I203951103,1.000,Keio University,Keio University
"Graduate School of Science and Technology, Keio University, Yokohama, Japan",auto,https://openalex.org/I203951103,Keio University,education,JP,https://openalex.org/I203951103,1.000,Keio University,Keio University
"Graduate School of Science and Technology, Keio University, Yokohama-shi, Japan",auto,https://openalex.org/I203951103,Keio University,education,JP,https://openalex.org/I203951103,1.000,Keio University,Keio University
"Graduate School of Science, University Tokyo, Tokyo, Japan",auto,https://openalex.org/I161945134,Tokyo Fuji University,education,JP,https://openalex.org/I161945134,0.950,tokyo fuji university,University Tokyo
"Graduate School of Systems and Information Engineering, University of Tsukuba, Ibaraki, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
"Graduate School of Systems and Information Engineering, University of Tsukuba, Tsukuba, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
"Grauate School of Systems and Information Engineering, University of Tsukuba, Japan",auto,https://openalex.org/I146399215,University of Tsukuba,education,JP,https://openalex.org/I146399215,1.000,University of Tsukuba,University of Tsukuba
"Green Infrastructure Innovation Center,Research and Development Group, Hitachi, Ltd.,Tokyo,Japan",review,https://openalex.org/I74898755,Daejeon Health Institute of Technology,education,KR,https://openalex.org/I74898755,0.850,hit,Hitachi
Grenoble INP,auto,https://openalex.org/I106785703,Institut polytechnique de Grenoble,education,FR,https://openalex.org/I106785703|https://openalex.org/I899635006,1.000,Grenoble INP,Grenoble INP
"Griffith University, Brisbane, Australia",auto,https://openalex.org/I11701301,Griffith University,education,AU,https://openalex.org/I11701301,1.000,Griffith University,Griffith University
"Group of Theoretical Electrical Engineering, University of Paderborn, Paderborn, Germany",unmatched,,,,,,0.000,,
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Madrid, Spain",review,https://openalex.org/I4210141221,Real Jardín Botánico,archive,ES,https://openalex.org/I134820265|https://openalex.org/I4210141221,0.850,madrid royal botanical garden,Madrid
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Universidad Carlos III de Madrid, Leganes, Madrid, Spain",auto,https://openalex.org/I50357001,Universidad Carlos III de Madrid,education,ES,https://openalex.org/I50357001,1.000,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid
"Grupo de Optoelectronica y Tecnologia Laser (GOTL), Universidad Carlos III de Madrid, Madrid, Spain",auto,https://openalex.org/I50357001,Universidad Carlos III de Madrid,education,ES,https://openalex.org/I50357001,1.000,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid
"Grupo de Óptica y Fotónica, Instituto de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Antioquia UdeA, Medellín, Colombia",auto,https://openalex.org/I4210112966,Instituto de Física Teórica,facility,ES,https://openalex.org/I134820265|https://openalex.org/I4210112966|https://openalex.org/I63634437,0.950,instituto de física teórica,Instituto de Física
